,Unnamed: 0,transcripts,confidence,location_extraction
22693,22693,Comfort Inn,0.6052172780036926,Comfort Lane
22696,22696,Placer,0.4304684102535248,Placer Lane
22697,22697,Franklin,0.5256900787353516,Franklin Street
22698,22698,dream,0.3697425425052643,Dream Lane
22699,22699,Retreat I had to report to,0.6642043590545654,Retreat Road
22700,22700,Coffey she goes you can reroute them to come to the north entrance to the north entrance of a street,0.8650901913642883,"Coffey Lane , North Road , North Road , A Street , A Street"
22702,22702,Patricia,0.5698861479759216,Patricia Drive
22703,22703,of you can try the gentleman without the David,0.8471269607543945,David Court
22705,22705,cussick,0.4008809328079224,Cussick Avenue
22708,22708,so I believe white Dodge Ram 1500 so when I get from my house,0.8165032267570496,"White Drive , Dodge Avenue , My Way , House Avenue"
22711,22711,Kent responding,0.611038327217102,Kent Court
22713,22713,Gilbert of all within you,0.7638527154922485,Gilbert Lane
22714,22714,seven you should have WMA wearing dark clothing with a some form of writing across the back of the jacket,0.8297426104545593,"A Street , Some Way"
22715,22715,Oroville Camp their attack on command,0.7023909091949463,Oroville Avenue
22717,22717,wood Caboose red he 432,0.7826672792434692,Wood Drive
22718,22718,Graham 109 RBIs the female half,0.6519505977630615,Graham Road
22719,22719,that's a perfect I got you lens there now,0.8367162346839905,A Street
22722,22722,Selby standing by a white Honda,0.7386576533317566,"Selby Lane , A Street , White Drive"
22723,22723,nice,0.3932358920574188,Nice Place
22725,22725,go ahead for those months Bennett questions,0.7755760550498962,"Go Street , Bennett Road"
22726,22726,Century 21 Hearst,0.4422828257083893,"Century Court , Hearst Avenue"
22727,22727,4 George Edwards Victor seven one four and a half,0.8043426871299744,"Edwards Lane , Victor Drive , A Street"
22729,22729,Carmel medical Medical Aid 135 street Cross of miners alley,0.7614450454711914,"Carmel Court , Miners Alley"
22732,22732, Travis,0.5492053031921387,Travis Road
22734,22734,Frazier 1627 service,0.6358941793441772,"Frazier Lane , Service Street"
22735,22735,Oroville Dam tonight 1785,0.6281883120536804,Oroville Avenue
22736,22736,Selby doing a backhaul of mainly toes and hold the tank,0.8234260082244873,"Selby Lane , A Street"
22737,22737,twin,0.40024277567863453,Twin Lane
22739,22739,Frances,0.4596066772937775,Frances Drive
22740,22740,Dayton has anyone ever taken 45 country 24,0.788923978805542,"Dayton Road , Country Drive"
22741,22741,I don't I don't have those are 21 sporting on my fourth as you know what division are supposed to be a scientist,0.8467181324958801,"My Way , A Street"
22743,22743,the other five one four four two five one four four to five Carnegie between exit pressure S6 and green,0.8515687584877014,"Carnegie Road , Green Street"
22745,22745,temperance,0.6890419125556946,Temperance Way
22746,22746,country subject that 1278 Marion Avenue,0.7282620668411255,Country Drive
22747,22747,French you are top of your traffic like a few more striking any types of its golf after that we opened,0.7932375073432922,"French Avenue , A Street , Golf Road"
22749,22749,Harvey Penick,0.5437125563621521,Harvey Road
22753,22753,Oregon engine 1466 and Route station 35,0.7381309270858765,Oregon Street
22755,22755,fighting for the country,0.5960105061531067,Country Drive
22757,22757,parsley sauce for furnace,0.5787456631660461,Parsley Lane
22759,22759,Henderson freaking temples,0.6601144075393677,Henderson Lane
22763,22763,Oroville X 2180 in the unit around stations 54th Street Place of service,0.7232112884521484,"Oroville Avenue , Service Street"
22764,22764,negative nothing in house nothing in Kayla,0.8308922052383423,House Avenue
22766,22766,service to 3471,0.6181526780128479,Service Street
22767,22767,Fort Wayne by were 10-15 mr. Perry around to the office can have an MLA,0.7605518102645874,"Fort Wayne Street , Perry Road"
22774,22774,everyone came around to and low for a good 150,0.7596792578697205,A Street
22775,22775,Trevor,0.60506272315979,Trevor Road
22777,22777,portal 1620,0.7409593462944031,Portal Drive
22778,22778,correct have the staff okay,0.7256451845169067,Staff Drive
22779,22779,onyx,0.5960368514060974,Onyx Circle
22780,22780,Onyx animals available to support system,0.6337951421737671,Onyx Circle
22785,22785,sure we'll be here a few more minutes and I'll be out,0.8328555822372437,A Street
22787,22787,yes follow us on Twitter at where they go are at,0.7951297163963318,Go Street
22789,22789,access,0.4172401130199432,Access Road
22791,22791,Flint Jarvis,0.4466381371021271,"Flint Court , Jarvis Lane"
22795,22795,Coventry,0.3969231545925141,Coventry Drive
22796,22796,Cajun 21 dispatch,0.732894241809845,Cajun Court
22797,22797,orange one responding,0.6780697703361511,Orange Avenue
22798,22798, ban alley by 920,0.5878777503967285,Ban Drive
22799,22799,57 1/2 outside of this Medical College the highway and Sarasota accidental gunshot wound to the hand,0.7560316324234009,College Drive
22800,22800,Jacob Varsity Sports get traffic information by one,0.66936856508255,Jacob Street
22801,22801,Center of Europe,0.495595932006836,Center Street
22802,22802,Cabernet,0.4177296459674835,Cabernet Lane
22803,22803,60 a 103 you waiting for,0.7294142842292786,A Street
22805,22805,par for the 97 10th anniversary,0.7542626857757568,10th Street
22807,22807,Denver it's occupied,0.6093906760215759,Denver Lane
22810,22810,Trevor there's a message that they'll get to be happy,0.682090699672699,"Trevor Road , A Street"
22811,22811,K XY if you have a way of contacting the RPG ever step outside the men's,0.7767220735549927,A Street
22815,22815,Oriole fire your prayers body,0.6907903552055359,Oriole Court
22816,22816,my number three Frank one one seven zero eight five three last of Kasi,0.8495590686798096,My Way
22818,22818,Woodward paragraphs for the campus and the US are not out to let's say the switch,0.7998135089874268,"Woodward Drive , Campus Drive"
22819,22819,Trevor desire was restored Vision Hotel remember to copy that,0.7821316719055176,Trevor Road
22821,22821,Vilas renowned Institution cornicabra,0.6986733675003052,"Vilas Road , Cornicabra Court"
22822,22822,Tucker,0.4892488718032837,Tucker Lane
22823,22823,Thunderbolt,0.5504505634307861,Thunderbolt Street
22825,22825,Notre Dame stop it we're going to go ahead and do a mandatory evacuation for the southern part and the berry,0.8023393154144287,"Go Street , A Street , Berry Court"
22830,22830,Elysee,0.6543418765068054,Elysee Drive
22835,22835,parks,0.4696880578994751,Parks Street
22837,22837,Clinton anything is upset over losing his phone at the Madison Bear further stated that he would pull out a knife out of his pocket if P didn't arrive there is no next,0.8578782081604004,"Clinton Avenue , Madison Street , A Street , No Way"
22840,22840,Prairie,0.3584052622318268,Prairie Drive
22841,22841,Porter,0.3892046213150024,Porter Court
22842,22842,parks,0.40527188777923584,Parks Street
22843,22843,running Portugal have some updates,0.6931411027908325,Some Way
22844,22844,Travis,0.4095926284790039,Travis Road
22846,22846, Cajun 41,0.5512515306472778,Cajun Court
22847,22847,Perry question was still there,0.6611590981483461,Perry Road
22848,22848,our community 11 provincial question 1085 no contact,0.7977710366249084,"Our Way , No Way"
22849,22849,Travis a big plan for the night he was murdered along I'll be half of that,0.7473738193511963,"Travis Road , A Street"
22853,22853,copper responding for difficulty breathing to be warm and Manor apartment 2750 Lincoln Boulevard the mail State he'll be standing in a parking lot to flag it out time out there was there six,0.853603720664978,"Copper Lane , Manor Circle , Lincoln Boulevard , Lincoln Drive , State Street , A Street"
22855,22855,hurles like priority via family disease and run away General,0.6583926677703857,"Hurles Circle , Family Way"
22857,22857,- I've ever regard to have that assisted calfire at 28:26 quarters three to six courses World Cup record Canyon subject repeatedly reporting a barn on fire and that's not the,0.8658586144447327,"Canyon Drive , A Street"
22858,22858,Brett Dalton,0.4834933280944824,"Brett Court , Dalton Way"
22859,22859,sesame,0.4516039192676544,Sesame Street
22860,22860,this is a wonderful day,0.735916018486023,A Street
22861,22861,Rand said,0.503088116645813,Rand Lane
22862,22862,Foreman Creek,0.4777999520301819,Foreman Creek Road
22863,22863,one divisions Bravo Foster masks,0.6052113175392151,"Bravo Way , Foster Road"
22864,22864,Park after one,0.604133665561676,Park Way
22865,22865,here at 32 and Bruce are advising quadriplegics,0.803737998008728,Bruce Street
22867,22867, Binet,0.5179545879364014,Binet Road
22870,22870,possum,0.4355182349681854,Possum Lane
22871,22871, give her a nice place I survived my first,0.7689430713653564,"A Street , Nice Place , Nice Place , My Way"
22873,22873,five area of Highlands of Peru,0.8573068976402283,Highlands Avenue
22875,22875,possum,0.3754056692123413,Possum Lane
22876,22876,Coffey about the position to write down the address was really after that go for the first one,0.7369108200073242,"Coffey Lane , Go Street"
22877,22877,Emma,0.38186851143836975,Emma Avenue
22878,22878,Chico Can't Remember To Go cover a screw cannot hold for a couple minutes,0.7997082471847534,"Chico Street , Go Street , A Street , A Street"
22880,22880,Brown Street,0.4567569196224213,"Brown Avenue , Brown Street"
22881,22881,Cedar vegetarian can you starving 1185 for the white Acura connector,0.8085709214210509,"Cedar Street , White Drive"
22883,22883,Center out from first,0.7646680474281311,Center Street
22886,22886,golf Brands to offer,0.5744063258171082,Golf Road
22887,22887,"George Apartments 100 Penzance we're talking to Stephanie at number 49 she's frantic and reluctant to give info talking about getting her male partner to leave working on for there for you if 110,000 beforehand",0.9032672047615052,Penzance Avenue
22888,22888,Hollis,0.6611247658729553,Hollis Lane
22890,22890,Fox Trot 1 1 3 try to argue for Branch Texas,0.7961063981056213,Fox Road
22891,22891,French music,0.5694875717163086,French Avenue
22892,22892,ivy on fire assist recent counseling,0.7334873676300049,Ivy Street
22893,22893,MV database is down and there's no enough contacts,0.7631156444549559,No Way
22894,22894,1 2 3 mu t l Phi notifies National Guard at the animal post south of your locations empathy by the behavioral health the costly,0.8420490622520447,"Post Lane , South Avenue"
22895,22895,Victor got the place,0.6419851183891296,Victor Drive
22896,22896,Henry out of Robert Richter and rubella,0.8183994889259338,Richter Avenue
22899,22899,treasure my favorite set of maps,0.7031676769256592,"My Way , Favorite Court"
22901,22901,12th,0.5948789119720459,12th Street
22904,22904,Haven 70s,0.4616968929767609,Haven Lane
22909,22909,Trevor I would,0.6793103814125061,Trevor Road
22910,22910,domestic dispute has heard only 1412 North Avenue to go trailer Haven Suburban,0.8263601660728455,"North Road , North Avenue , Go Street , Haven Lane , Suburban Avenue"
22912,22912,Desiree 129,0.5290620923042297,Desiree Lane
22913,22913,1st division 3 quotes,0.5999066829681396,1st Avenue
22914,22914,Benton 74 people 1 5 5 0 Highway 9,0.6619998812675476,Benton Avenue
22915,22915,Pacific,0.5053620934486389,Pacific Drive
22921,22921,Hart,0.3668754398822784,Hart Lane
22922,22922,6th practice tomorrow,0.6870372295379639,6th Avenue
22923,22923,Oroville,0.606167197227478,Oroville Avenue
22930,22930,white smoke coming from one of the interior lights inside of loads at 2354,0.8322291374206543,White Drive
22933,22933,Harvey was in the area versus two males arrived in the small vehicle next to a truck and,0.8499657511711121,"Harvey Road , A Street"
22935,22935,Travis,0.5134043693542479,Travis Road
22936,22936,Trevor,0.5275015234947205,Trevor Road
22938,22938,take a flyer printing one and hand or just five going to cancel were available I mean if I can,0.837087869644165,A Street
22939,22939,Drew one,0.6125967502593994,Drew Court
22941,22941,very forgiving our timeless,0.5555317997932434,Our Way
22942,22942,yellow Nora Paul 1 to 8,0.6987628936767578,"Nora Way , Paul Place"
22943,22943,4th that never has to match on Richard internet at San Francisco Square that's a good,0.7707911133766174,"4th Avenue , A Street"
22944,22944,the faceted Rockefeller Road by faster Rockefeller Road process Every Spring Road for question attract residents picture of secure it and lock the gate,0.8144720792770386,"Spring Lane , Gate Lane"
22946,22946,Hillary 73 new incident,0.700011670589447,Hillary Lane
22948,22948,over here division just at the end of the burnout from last night just took out a couple little heat signatures I'm just wondering if you still have the link to the live feed,0.8879762887954712,"A Street , Little Avenue , Wondering Way"
22949,22949,Jon Adam first of Felix Gob 423 of 75,0.7228277921676636,Jon Lane
22950,22950,Scott has nothing Magalia home or get ahold of foxtrot,0.7637153267860413,"Scott Drive , Magalia Drive"
22952,22952,6th,0.6260402798652649,6th Avenue
22953,22953,forty four targets more unit of units and Ralph never thank you,0.8267212510108948,Ralph Way
22957,22957,parque never for glad,0.5346309542655945,Parque Drive
22958,22958,6th I will say something to try to answer,0.7276230454444885,6th Avenue
22959,22959,Forest spirits,0.5727294683456421,Forest Lane
22960,22960,Yale take a name,0.4961212575435638,"Yale Way , A Street"
22961,22961,Adam Robert Ramirez Montgomery,0.8583242297172546,"Ramirez Road , Montgomery Place"
22962,22962,flicker previous call her,0.8058362007141113,Flicker Lane
22964,22964,French toast to come down where we'll have to get back up this window you were about 20 minutes,0.8717705607414246,French Avenue
22966,22966,I'm out here where we're going to rest with the line down the hill also talking to them the dozers on the line if you're 15 it's over tomorrow at the same amount of golf as today like to add two additional Golf out on the,0.9006233811378479,"Hill Drive , Golf Road , Golf Road"
22967,22967,affirmative I'm coming in has to go area for the stage party Camp Lackawanna thinking handle and enjoyed it by the 41 Division two and company wants to cancel chica by 31,0.8640768527984619,"Go Street , Stage Road"
22968,22968,Pam 26,0.7158578634262085,Pam Court
22969,22969,Hearst,0.4270889759063721,Hearst Avenue
22970,22970,Barnes 972 of,0.6608225703239441,Barnes Way
22971,22971,Fortune,0.490837574005127,Fortune Way
22974,22974,Victor,0.5504810810089111,Victor Drive
22976,22976,6th rank of additional ten there's and then go on your quest,0.7516745924949646,"6th Avenue , Go Street"
22977,22977,Heavenly FedEx GL 5 0 3 0 Charlie,0.6577293872833252,Heavenly Place
22978,22978,Camp communication has been informed as drawers slide order was dropped off at bille Road and Old Mill Road a little over an hour ago and the driver has returned,0.8335209488868713,"Bille Road , Bille Road , Old Mill Road , Old Mill Road , A Street , Little Avenue"
22980,22980,becoming have our data,0.668365478515625,"Our Way , Data Way"
22982,22982,Covington that light comes back to the RO,0.7296971678733826,Covington Court
22983,22983,Oroville,0.6067753434181213,Oroville Avenue
22985,22985,I got here the back side right now prick server deny service to wear a later investigation,0.8169743418693542,"Service Street , A Street"
22986,22986,Fortune,0.4322030246257782,Fortune Way
22989,22989,v-7 level confirms his station 54 or 64,0.7992507815361023,V-7 Road
22990,22990,Sunday to Medical 42 Arabian me,0.6764904856681824,"Sunday Drive , Arabian Way"
22992,22992,Covey sister compositions of the of the big house,0.6833106875419617,"Covey Court , House Avenue"
22995,22995,7th 677 Orville,0.6228336691856384,7th Road
22996,22996,three responding for difficulty breathing at 2 5 7 4 Oro Garden Ranch Road time out there are 340,0.7489287257194519,"Oro Avenue , Garden Drive , Oro Garden Ranch Road , Oro Garden Ranch Road"
22998,22998,Bob spirit,0.5791246294975281,Bob Way
22999,22999, Sandra 74 2315,0.6370822787284851,Sandra Lane
23000,23000,sale,0.4941715896129608,Sale Avenue
23003,23003,Fremont 1429,0.6069656014442444,Fremont Drive
23004,23004,Fortune this,0.5835090279579163,Fortune Way
23005,23005,Crest and ask a resource,0.576861560344696,"Crest Drive , A Street"
23006,23006,broken ass you never going to be one nine nine four six and I'll get some donuts lost 30 minutes,0.82244873046875,"Some Way , Lost Lane"
23007,23007,Davis he's a girl Behavior,0.6505306959152222,"Davis Lane , A Street"
23008,23008,access 2187 31st,0.4838608801364898,Access Road
23012,23012,f,0.3620977103710175,F Street
23013,23013,tomin check cutter,0.5950185060501099,Tomin Road
23014,23014, better lock this house has prevented,0.7996633052825928,House Avenue
23016,23016,Trevor,0.5625247955322266,Trevor Road
23017,23017,Premier Services Skyway,0.6120545864105225,"Premier Court , Skyway Road"
23018,23018,service to the modified Highway 70 and,0.7040292620658875,Service Street
23019,23019,three is fine angel,0.7163095474243164,Angel Drive
23020,23020,Edwards on the rim,0.5547341704368591,"Edwards Lane , Rim Road"
23022,23022,have fun as my attack your status you had your emergency button on your,0.8288693428039551,My Way
23023,23023,if I need to respond with Medics for difficulty breathing at the Huntington apartment to 0-0 to Huntington Drive Apartment number 55 process and 20th Street and that is 0-3 31st,0.8735717535018921,"Huntington Drive , Huntington Drive , Huntington Drive , 20th Street , 20th Street"
23024,23024,Prince Edward,0.4404400885105133,"Prince Road , Edward Drive"
23025,23025,anyone have a knife,0.7775562405586243,A Street
23027,23027,the RV that is in a,0.7029616236686707,A Street
23028,23028, Kendal an accidental they should be at the bus stop,0.8390216231346129,Kendal Court
23029,23029,Petra three on the Medics Medical Aid responded stage 4519 Baggett Marysville Road for assault with a deadly weapon after purpose,0.8189378976821899,"Petra Court , Stage Road , Baggett Marysville Road , Baggett Marysville Road , A Street"
23030,23030,fern,0.5263505578041077,Fern Lane
23031,23031,6th,0.4180199205875397,6th Avenue
23032,23032,e will be one nine eight nine zero,0.7503229379653931,E Street
23033,23033,Forest,0.4398808479309082,Forest Lane
23034,23034,Covey Sports,0.5196335911750793,Covey Court
23035,23035,Micheal available 2666 Drive transmitter mobile home park because I want to divide between the tendon coach Drive Fort Hood,0.8145046830177307,"Micheal Way , Park Way , Coach Drive , Coach Drive , Hood Court"
23037,23037,Oroville camper to actually get close up and go feel with the innocent checking on a sublease,0.8110649585723877,"Oroville Avenue , Camper Lane , Go Street , A Street"
23038,23038,Margo it's not what I want to go home Buster,0.743452787399292,"Margo Lane , Go Street"
23039,23039,6th Street Crystal Lake Avenue,0.6236643791198729,"6th Avenue , 6th Street , Crystal Lane , Lake Avenue , Lake Avenue"
23040,23040,Shelley 4422,0.6015342473983765,Shelley Lane
23045,23045,Wonder 44,0.4562470018863678,Wonder Lane
23046,23046, Perkins,0.41831693053245533,Perkins Avenue
23050,23050,copper rental equipment,0.7300113439559937,Copper Lane
23051,23051,Calico,0.4672735631465912,Calico Lane
23053,23053,Tyme out maybe,0.4496866166591644,Tyme Way
23054,23054,Cemetery,0.4641133844852448,Cemetery Road
23058,23058,Scotty not a priority,0.7253125309944153,"Scotty Lane , A Street"
23059,23059,my last surgery,0.7416940927505493,My Way
23060,23060,Charles Lincoln 0 1 2,0.6205755472183228,"Charles Way , Lincoln Drive"
23063,23063,pheasant any supper,0.4810603559017181,Pheasant Lane
23065,23065,Cumberland,0.498715490102768,Cumberland Road
23066,23066,cluster recognize everything over formation tomorrow,0.7304881811141968,Cluster Court
23067,23067,will be a little ass of Anderson force of Robert born in 73,0.8388822078704834,"A Street , Little Avenue , Anderson Place"
23068,23068,Harbor area,0.5508966445922852,Harbor Court
23069,23069,Scotty thank you mister 932 level,0.6615148186683655,Scotty Lane
23070,23070, Tilden 2163,0.6103494763374329,Tilden Lane
23071,23071,Skyway live lost about a file sky where,0.7077077627182007,"Skyway Road , Lost Lane , A Street"
23072,23072,Margo was in 932 available response area,0.7110620737075806,Margo Lane
23073,23073,dream react,0.4331063628196716,Dream Lane
23074,23074,Jay Kaiser,0.3730067312717438,"Jay Drive , Kaiser Way"
23075,23075,Prince having sexual intercourse,0.5909015536308289,Prince Road
23077,23077,portal fixing lunch any faster Center,0.6758158802986145,"Portal Drive , Center Street"
23079,23079,Erin time Orville,0.5925672650337219,Erin Way
23080,23080,Parker,0.3864983320236206,Parker Way
23081,23081,1st question public works as a street sweeper help us clean up this message goes across two lanes and about 50 feet deep,0.8339352607727051,"1st Avenue , A Street , A Street"
23082,23082,97 running at any 51 report I've heard it here is on East 20th Street if you can contact the RPF and 21 and find her exact location,0.8910917043685913,"East Street , 20th Street , 20th Street"
23083,23083,e 17th,0.6110445261001587,"E Street , E 17th Street"
23084,23084,Norma,0.7343940734863281,Norma Street
23086,23086,ever 1 3 0 3 2 concow Road 1 3 0 3 few contact process cribbage Lane that's a contest George we're at 46,0.7593926787376404,"Concow Road , Concow Road , Cribbage Lane , Cribbage Lane , A Street"
23087,23087,casa,0.3974859416484833,Casa Drive
23088,23088,French Brasserie in Cedar Street Virginia,0.7249610424041748,"French Avenue , Cedar Street , Cedar Street , Virginia Way"
23089,23089,Prairie,0.6311034560203552,Prairie Drive
23090,23090,Delta coffee,0.6260582208633423,Delta Court
23092,23092,just 74 Medical Portland Oregon Street,0.7495259046554565,"Oregon Street , Oregon Street"
23093,23093,like a normal fire engine Montebello,0.7377994060516357,"A Street , Normal Avenue"
23095,23095,acacia,0.7093024849891663,Acacia Avenue
23096,23096,semi for another description of our other suspects from Witness,0.8180917501449585,"Another Lane , Our Way"
23098,23098, Highway 99 at South shippee Road hermetic SE cancel 9 3 times 2116,0.7363629937171936,"South Avenue , Shippee Road , Shippee Road"
23101,23101,Oroville,0.6474773287773132,Oroville Avenue
23102,23102,Jennifer Leon,0.484127938747406,Jennifer Court
23104,23104,and I tell the kids arrived at Northside Community Center,0.8079771399497986,Center Street
23107,23107,temperance,0.6027690768241882,Temperance Way
23108,23108,my request to run with me,0.586304247379303,My Way
23110,23110,six sides of some rancid where it's at,0.8068172335624695,Some Way
23113,23113,4 would be six on Cohasset road that might help with an alarm,0.7643744349479675,"Cohasset Road , Cohasset Road"
23114,23114,zepher Reservoir,0.550391435623169,"Zepher Way , Reservoir Road"
23115,23115,4th of Edwards monster,0.6840482354164124,"4th Avenue , Edwards Lane"
23116,23116,Oroville edges 626 interacting Ridley to drop off fire personnel,0.7904712557792664,Oroville Avenue
23117,23117,Fargo has 30 60 90 total,0.7604100704193115,Fargo Court
23118,23118,no medical need this to be a welfare check,0.859546422958374,"No Way , A Street"
23119,23119,you guys went public at fist at 3 0 3 6 Alamo Avenue,0.7948036789894104,"Alamo Lane , Alamo Avenue"
23120,23120,affirmative if I see two golf balls,0.8449101448059082,Golf Road
23121,23121,laughs we got cell service in about 20 minutes,0.8616526126861572,Service Street
23122,23122,Center expects into 1472 is importing $35 from cover and 1737,0.7868345975875854,Center Street
23123,23123,crest,0.44796764850616455,Crest Drive
23124,23124,Hart,0.3665950298309326,Hart Lane
23125,23125,grass is selflessness,0.7483783960342407,Grass Court
23127,23127,Raven Circle,0.6846807599067688,"Raven Lane , Circle Lane"
23128,23128,c 1,0.6134803891181946,C Street
23129,23129,Travis,0.6202852129936218,Travis Road
23130,23130,pheasant 2180,0.7276448607444763,Pheasant Lane
23131,23131,Fair forms were still flowing good all the way to you,0.7916111350059509,Fair Street
23132,23132,Trail around the last of hensonfuerst has answers,0.6856740117073059,Trail Court
23133,23133,4th water singers,0.607547402381897,4th Avenue
23135,23135,French can calculate occations is there a better cross for the medic to respond other than Oro Quincy and four trees,0.8313651084899902,"French Avenue , A Street , Oro Avenue , Oro Quincy Highway , Four Trees Road"
23136,23136,Rita Britain Connecticut number,0.5431643724441528,Rita Lane
23137,23137,I think I have the mini from fire on a Chrysler and Toyota,0.8343123197555542,A Street
23138,23138,Cummings,0.5278345346450806,Cummings Road
23139,23139,Duffy,0.5515726208686829,Duffy Drive
23140,23140,Norville few fire Center negative phone service lots of drugs is lower Paradise,0.8087264895439148,"Center Street , Service Street , Paradise Avenue"
23142,23142,64 small check it 26 times Circle,0.7827614545822144,Circle Lane
23144,23144,Utah,0.397334486246109,Utah Avenue
23145,23145,Run 3 8 0 7 Compton,0.616663932800293,Compton Drive
23146,23146,Covington walk west,0.6490598917007446,"Covington Court , West Drive"
23148,23148,Pratt wants a fight yesterday,0.587975800037384,"Pratt Avenue , A Street"
23149,23149,Frances,0.5286794304847717,Frances Drive
23150,23150,cornicabra ts4 also sang,0.6766805648803711,Cornicabra Court
23151,23151,of course out of Tennessee and negative match or no return on that second 2083,0.8097392916679382,No Way
23154,23154,Fox Trot 1 1000,0.6899871826171875,Fox Road
23155,23155,this is still my wife,0.7240200638771057,My Way
23156,23156,Cody before 45,0.7129543423652649,Cody Court
23157,23157,f,0.35696902871131897,F Street
23158,23158,it's a white Honda possible or similar plate 7 George,0.8222654461860657,"A Street , White Drive"
23159,23159,Scotty didn't happen here,0.607289731502533,Scotty Lane
23162,23162,Paradise,0.3568203151226044,Paradise Avenue
23163,23163,okay coming for about a hundred feet us,0.8204718828201294,A Street
23164,23164,Cummings 1335,0.6038938760757446,Cummings Road
23165,23165,Paradise on the lake,0.4585267007350922,"Paradise Avenue , Lake Avenue"
23169,23169,Parker 46 lat,0.5584429502487183,Parker Way
23170,23170,Keri Camp 7 just came in from almost didn't pass him so he's dying or,0.8518993854522705,Keri Lane
23171,23171,Victor,0.3590761721134186,Victor Drive
23172,23172,Logan wanted to go fire,0.7155551910400391,"Logan Drive , Go Street"
23174,23174,sir information Arby's calling back the stuff that they have in custody originally had a friend with him that front foot he's now returned and they have him in custody also,0.8690314292907715,"A Street , Front Street"
23176,23176,Glen Circle,0.3983913362026215,"Glen Way , Glen Circle Drive"
23177,23177,is a copies of our trp code for that farga RP,0.7618550062179565,"A Street , Our Way , Farga Court"
23182,23182,beckwourth,0.43110930919647217,Beckwourth Way
23183,23183,Dottie option I trust and I can't for our special Honey Run Road,0.79029780626297,"Dottie Lane , Our Way , Honey Run Road , Honey Run Road"
23184,23184,Oroville Camp Air Attack aircraft request,0.741008460521698,Oroville Avenue
23185,23185,Cannon any sex noise,0.6820659637451172,Cannon Court
23186,23186,they need a firm can communication called these additional do you have cross streets,0.803959310054779,A Street
23190,23190,Brook,0.3733846843242645,Brook Way
23192,23192,Big Roy,0.4438673853874207,Roy Lane
23193,23193,and I do not have essentially one for Michael I'm sorry 10,0.8106904625892639,Michael Lane
23197,23197,temperance,0.594998836517334,Temperance Way
23200,23200,Chico vegetation canaries 20th Street and Dawn crest,0.7416867613792419,"Chico Street , 20th Street , 20th Street , Dawn Court , Crest Drive"
23202,23202,Janice example,0.5581188201904297,Janice Way
23203,23203,Cummings anyone in,0.6959535479545593,Cummings Road
23208,23208,three or Nomex Medical Aid three two seven five two roseben Avenue Casa Viva,0.7186481952667236,"Roseben Avenue , Roseben Avenue , Casa Drive"
23209,23209,Joy,0.3583340346813202,Joy Lane
23213,23213,this isn't a secure Israel physical Force,0.7926316261291504,A Street
23214,23214,three basic rules of end 6th rank out of your mind,0.8087212443351746,6th Avenue
23215,23215,Roberts do not check into it 7:09 cisne route,0.7261088490486145,Roberts Road
23216,23216,24-bit info for East Avenue and all units see call number 36 Just for information,0.84666508436203,"East Street , East Avenue"
23219,23219,staff,0.3919149935245514,Staff Drive
23220,23220,Personnel the Skyway it is 2162 of the coverage,0.8559528589248657,Skyway Road
23222,23222,it's nice to meet you 14,0.8152309060096741,Nice Place
23224,23224,whatever,0.4849428832530975,Whatever Lane
23226,23226,Center by 7203 24,0.589307963848114,Center Street
23227,23227,illegal Burns app pine tree and humble,0.7929245233535767,"Pine Circle , Pine Tree Lane , Humble Avenue"
23229,23229,at 55 oval so far we use latex a four-star hotel parking space agency burning at that location,0.786274790763855,"A Street , Star Road"
23230,23230,Ayers,0.542493462562561,Ayers Avenue
23231,23231,Center out if responding to this,0.7888224720954895,Center Street
23234,23234,pecan pie,0.4032183885574341,Pecan Drive
23235,23235, which is kind of neat,0.7446463704109192,Which Way
23236,23236,five seven zero seven nine Chapel drive out here in the is requesting Debbie regards to an exotic tampered with her possibly stolen,0.8626627922058105,"Chapel Drive , Chapel Drive , Debbie Lane"
23237,23237,crest,0.5105385184288025,Crest Drive
23239,23239,Harlan prove Albert father,0.635700523853302,Harlan Avenue
23241,23241,parque Idora teabach Predator static copy that way through their backers period would one took off and I think I got 27 on a jordanne Thompson that dries down by 429,0.8304447531700134,"Parque Drive , Idora Street , A Street , Jordanne Court"
23243,23243,shock it clean area okay,0.5818513035774231,Shock Way
23245,23245,purple with the entities grass ICD-10 613 dispatch level medium brush I see 32 Pi 40 special mobile medium Amber I see 17 the I-40 dispatch,0.8931401371955872,"Grass Court , Amber Way"
23246,23246,the area of Kirby creepers and vehicle parked near the creek,0.8563305735588074,Creek Circle
23247,23247,ferson 8 residency,0.5506769418716431,Ferson Road
23249,23249,nice time when they return to quarters,0.7271735668182373,Nice Place
23250,23250, Skyway staff staff and Clark,0.7177135348320007,"Skyway Road , Staff Drive , Staff Drive , Clark Road"
23253,23253,grass was eliminated,0.6342021226882935,Grass Court
23254,23254,all 30 of my,0.6162206530570984,My Way
23255,23255,perhaps another seven one nine six seven seven seven,0.7558357119560242,Another Lane
23258,23258,grass I see 11 seconds on a certain physical mediums like I see 39b R51 just level the highest number I see for TBI 95 is it doesn't go high and then of these vary so forth,0.8165226578712463,"Grass Court , A Street , Go Street , High Street"
23259,23259,Brett to transportation,0.5697426199913025,Brett Court
23261,23261,Villa,0.3836677968502045,Villa Street
23262,23262,French press,0.55815589427948,French Avenue
23263,23263,red and green Branch six of me,0.6107380390167236,Green Street
